100,,,,,,
101,,,,,,
102,,,,,,
103,,,,,,
104,,,,,,
105,損害保険,損害保険ジャパン日本興亜(株),26189人 　※2018年3月31日現在,東京都新宿区西新宿1-26-1,〒160-8338 東京都新宿区西新宿1-26-1 損保ジャパン日本興亜　人事部　採用グループTE:03-3349-9520（9：00～17：00）,＜損保ジャパン日本興亜　採用ホームページ＞https://www.sompojapan-nipponkoa-saiyo.com/
106,,,,,,
107,鉄道,西日本鉄道(株),4553名（他社への出向者等は除く／2018年3月31日現在）,福岡市中央区天神1-11-17,〒810-8570福岡市中央区天神1-11-17　福岡ビル内 人事部人事課　TEL:092-734-1572,http://nishitetsu-recruit.jp/
108,証券,野村證券(株),13093名　（2018.3）,東京都中央区日本橋1-9-1,〒103-8011東京都中央区日本橋1-9-1　人事部 新卒採用TEL：03-3271-9981,https://www.nomura-recruit.jp/graduate/2020/
109,建設,清水建設(株),10672名（2018年4月1日現在）,東京都中央区京橋2-16-1,【郵便番号】〒104-8370【住所】東京都中央区京橋2-16-1　　　　人事部人財開発グループ,http://www.shimz.co.jp/saiyou/new/index.html
110,繊維,東レ(株),7625名(2018年3月時点),東京都中央区日本橋室町2-1-1,TEL:0120-506-095（採用フリーダイヤル）,
111,,,,,,
112,建設,(株)大林組,8609名（男性7285名、女性1324名）（2018年3月末時点）,東京都港区港南2-15-2　品川インターシティB棟,■東京都港区港南2-15-2　品川インターシティB棟　人事部　担当／筒井、佐藤、清家　TEL:03-5769-1241,【大林組ホームページ】http://www.obayashi.co.jp/【大林組採用ホームページ】http://www.obayashi.co.jp/recruit
113,ガス・エネルギー,大阪ガス(株),5617名,大阪市中央区平野町4-1-2,〒541-0046 大阪市中央区平野町4-1-2 大阪ガス(株) 人事部　採用事務局TEL:06-6205-4578 （9:00～17:30　土日祝日は除く） ,http://www.osakagas.co.jp/Recruit/index.html
114,,,,,,
115,建設,(株)竹中工務店,7400名（2018年1月現在）,,■北海道支店〒060-0042　北海道札幌市中央区大通西４－１管理部　総務・人事Ｇ　東（あずま）TEL:011-261-2261E-Mail:azuma.kouki@takenaka.co.jp■東北支店〒980-0803　宮城県仙台市青葉区国分町3丁目4-33管理部　総務・人事Ｇ　神山（かみやま）TEL:022-262-1711E-Mail:kamiyama.hiroshi@takenaka.co.jp ■東京本店〒136-0075　東京都江東区新砂1-1-1人事部　能力開発Ｇ　宮崎（みやざき）TEL:03-6810-5000E-Mail:tokyoj@takenaka.co.jp ■名古屋支店〒460-8633　愛知県名古屋市中区錦2丁目2-13総務部　人事Ｇ　曽我（そが）TEL:052-211-2111E-Mail:soga.tsukasa@takenaka.co.jp■大阪本店〒541-0053　大阪府大阪市中央区本町4丁目1-13人事部　能力開発Ｇ　森（もり）TEL:06-6252-1201 E-Mail:mori.yuudai@takenaka.co.jp■広島支店〒730-0015　広島県広島市中区橋本町10-10管理部　総務Ｇ　古川（ふるかわ）TEL:082-212-0111 E-Mail:furukawa.tomoya@takenaka.co.jp■九州支店〒810-0001　福岡件福岡市中央区天神4-2-20管理部　人事Ｇ　今山（いまやま）TEL:092-711-1211 E-Mail:imayama.toshihiro@takenaka.co.jp,http://www.takenaka.co.jp/
116,ガラス・セラミックス,AGC(株)（旧社名：旭硝子(株)）,6401名（単独）約53200名（連結）※2017年12月末現在,東京都千代田区丸の内1-5-1新丸の内ビルディング,〒100-8405　東京都千代田区丸の内1-5-1　新丸の内ビルディング人事部　採用担当TEL:03-3218-5283（直通）,http://www.agc.com
117,,,,,,
118,,,,,,
119,化学,東洋紡(株),単体3080名　連結9494名(2018年3月31現在),大阪市北区堂島浜2丁目2番8号,〒530-8230　大阪市北区堂島浜2-2-8人事部 人材開発グループ採用担当　野中（のなか）・和田（わだ）TEL：06-6348-4473Mail：saiyou_bumon2@toyobo.jp,http://www.toyobo.co.jp/
120,,,,,,
121,証券,ＳＭＢＣ日興証券(株),10561人（2018年9月30日現在）※SMBC日興証券単体,東京都千代田区丸の内3-3-1,〒103-6120東京都中央区日本橋2-5-1日本橋高島屋三井ビルディング20階 人事部採用課TEL:03-5204-7850,https://www.smbcnikko.co.jp/recruit/student/index.html
122,,,,,,
123,設備工事,(株)関電工【東証一部上場】,7339名（2019年3月末在籍）,東京都港区芝浦4-8-33,〒108-8533東京都港区芝浦4-8-33労務人事部人事チーム　採用担当TEL:03-5476-3357（採用担当直通）,http://www.kandenko.co.jp/saiyou/
124,生活協同組合,生活協同組合コープこうべ,,兵庫県神戸市東灘区住吉本町1-3-19,〒658-8555兵庫県神戸市東灘区住吉本町1-3-19生活協同組合コープこうべ組織管理部　人事・労政／採用担当TEL:078-856-1321FAX:078-856-1322,http://www.kobe.coop.or.jp/
125,,,,,,
126,,,,,,
127,,,,,,
128,総合商社,三菱商事(株),単体 6129名／連結 77476名（2018年3月31日時点）,,〒100-8086東京都千代田区丸の内二丁目3番1号TEL:03-3210-2221（新卒採用担当）,https://www.mitsubishicorp.com/jp/ja/recruit/
129,総合商社,三井物産(株),5859名 (連結従業員数42304名) (2018年3月31日現在),,〒100-8631東京都千代田区大手町1-3-1三井物産(株)　人事総務部人材開発室TEL.03-3285-4128,http://career.mitsui.com/newgraduate
130,,,,,,
131,,,,,,
132,,,,,,
133,,,,,,
134,金属製品,日立金属(株),単独：  6315名（2018年3月末現在）連結： 30390名（2018年3月末現在）,東京都港区港南1-2-70 品川シーズンテラス ,〒108-8224 東京都港区港南1-2-70 品川シーズンテラス 日立金属(株) 人材開発・ダイバーシティ推進部 採用担当 ,https://www.hitachi-metals.co.jp/
135,,,,,,
136,,,,,,
137,,,,,,
138,,,,,,
139,精密機器,セイコーエプソン(株),連結 76391名/単体12502名（2018年3月31日現在）,長野県諏訪市大和3-3-5,■セイコーエプソン(株)〒160-8801東京都新宿区新宿4-1-6 JR新宿ミライナタワー29階採用センターTEL:03-5368-0972MAIL:Epson_saiyo@exc.epson.co.jp,http://www.epson.jp/recruit/
140,自動車・自動車部品,日野自動車(株)【トヨタグループ】, 32719人(2018年3月31日時点 連結),東京都日野市日野台3丁目1番地1,〒191-8660東京都日野市日野台3-1-1日野自動車　グローバル人財開発部　新卒採用担当TEL:042-586-5063,会社ホームページhttp://www.hino.co.jp/
141,鉄鋼,大同特殊鋼(株),【連結】11873名【単体】  3340名 ,名古屋市東区東桜一丁目1-10　アーバンネット名古屋ビル,〒461-8581名古屋市東区東桜一丁目1-10（アーバンネット名古屋ビル22F） 人事部採用室［文系担当：谷澤、南］［理系担当：木村］0120-20-5894（学生専用）　052-308-5479（採用室ダイヤルイン）,https://www.daido.co.jp/
142,,,,,,
143,,,,,,
144,証券,大和証券(株)【障がい者採用窓口】,8942名（2018年3月末現在）,東京都千代田区丸の内1-9-1　グラントウキョウノースタワー,〒100-6752東京都千代田区丸の内1-9-1　グラントウキョウノースタワー大和証券　人事部　障がい者採用担当TEL：03-5555-7000,大和証券グループ採用情報ホームページhttp://www.daiwa-grp-recruit.jp/2020/saiyo-h/
145,建設,(株)熊谷組,2382名（2018年3月31日現在）,東京都新宿区津久戸町2-1,〒162-8557東京都新宿区津久戸町2-1本社　人事総務部　採用担当　沼口・白田（はくた）TEL:03-3235-8610　FAX:03-5261-7590,http://www.kumagaigumi.co.jp/
146,設備工事,(株)きんでん,7601名（2018年3月末）,東京都千代田区九段南2丁目1番21号,〒531-8550　大阪市北区本庄東2丁目3番41号大阪本店　人事部採用チーム　TEL:06-6375-6019〒102-8628　東京都千代田区九段南2丁目1番21号東京本社　人事部採用チーム　TEL:03-5210-7272,http://www.kinden.co.jp/
147,鉄鋼,日鉄日新製鋼(株) 【旧社名：日新製鋼(株) 】 ,7859名（連結：2018年3月末）,東京都千代田区丸の内3-4-1 新国際ビル,〒100-8366東京都千代田区丸の内3-4-1 新国際ビル人事部　人材開発チーム,http://www.nisshin-steel.co.jp/saiyo/
148,,,,,,
149,化学,住友化学(株),31837名（2018年03月31日現在）,東京都中央区新川2-27-1 東京住友ツインビルディング（東館）,〒104-8260　東京都中央区新川2-27-1東京住友ツインビルディング（東館）人事部　採用担当TEL:03-5543-5389,https://www.sumitomo-chem.co.jp/
150,,,,,,
151,,,,,,
152,,,,,,
153,,,,,,
154,,,,,,
155,,,,,,
156,,,,,,
157,,,,,,
158,,,,,,
159,情報処理,日本ユニシス(株),4190名、グループ：7817名（2018年3月31日現在）,東京都江東区豊洲1-1-1,〒135-8560東京都江東区豊洲1-1-1採用センター　TEL:03-5546-7600（採用専用ダイヤル）,http://www.unisys.co.jp/RECRUIT/newgraduate.html
160,総合商社,丸紅(株),4497名（2018年4月）,東京都中央区日本橋二丁目7番1号　東京日本橋タワー,【東京】　丸紅(株)　人事部 採用・人材開発課　〒103-6060　東京都中央区日本橋二丁目7番１号　東京日本橋タワー　Email:saiyo@marubeni.com,http://www.marubeni-recruit.com/
161,総合商社,伊藤忠商事(株),4342名(2018年7月1日現在),東京都港区北青山2-5-1,〒107-8077 東京都港区北青山2-5-1　伊藤忠商事(株)人事・総務部 採用・人材マネジメント室E-mail:jinji@itochu.co.jp,http://career.itochu.co.jp/student/
162,,,,,,
163,,,,,,
164,,,,,,
165,機械,キャタピラージャパン合同会社,2200名（2019年1月現在）,神奈川県横浜市西区みなとみらい3-7-1,〒674-8686兵庫県明石市魚住町清水1106-4TEL：078-943-2117キャタピラージャパン　人事企画室大卒採用担当,キャタピラージャパン　http://japan.cat.com/採用ホームページ　http://www.japan-cat-recruit.com/index.html
166,,,,,,
