300,,,,,,
301,半導体・電子・電気機器,日本テキサス・インスツルメンツ合同会社,約1200名,東京都新宿区西新宿6-24-1 西新宿三井ビル,〒160-8366　東京都新宿区西新宿6-24-1 西新宿三井ビルTEL:03-4331-2535採用担当あて,http://www.tij.co.jp
302,半導体・電子・電気機器,(株)富士通ゼネラル,単独：1609名 （2018年3月現在）連結：7392名 （2018年3月現在）,神奈川県川崎市高津区末長3丁目3番17号 ,〒213-8502 神奈川県川崎市高津区末長3丁目3番17号 人事統括部　採用担当 E-mail：recruit-cs@fujitsu-general.com ※採用に関するお問い合わせはメールにてお願いいたします。 ,
303,機械,日立造船(株)【Hitz日立造船】,＜連結＞10377名（2018年3月31日現在）＜単体＞  4034名（2018年3月31日現在）,大阪府大阪市住之江区南港北1-7-89　,◆大阪本社　〒559-8559　大阪市住之江区南港北1-7-89　人事部　採用・教育グループ　霜山、細見、芦田、石橋、上口、谷口　TEL:0120-46-7518 / 06-6569-0019(直通)　　E-mail:hq-saiyo@mml.is.hitachizosen.co.jp　,http://www.hitachizosen.co.jp/employ/
305,,,,,,
306,,,,,,
307,精密機器,オリンパス(株),35933人 (2018年3月期／連結),東京都新宿区西新宿2-3-1　新宿モノリス,〒163-0914東京都新宿区西新宿2-3-1 新宿モノリス　人事部人材開発グループ ,http://www.olympus.co.jp/
308,,,,,,
309,,,,,,
310,精密機器,セイコーインスツル(株),連結　6801名(2018年3月31日現在),千葉県千葉市美浜区中瀬1-8,〒261-8507　千葉県千葉市美浜区中瀬1-8 セイコーインスツル(株)人事部 採用担当　藤森、大木、鈴木TEL:043-211-1165 E-mail:fresh@sii.co.jp ,採用情報・エントリーはこちらから！ http://www.sii.co.jp/jinji/index.html
311,,,,,,
312,,,,,,
313,重電・産業用電気機器,(株)明電舎,8995名（2018年3月31日現在　連結）,東京都品川区大崎2-1-1 ThinkPark Tower,〒141-6029　東京都品川区大崎2-1-1　ThinkPark　Tower人事企画部　人財開発室　採用推進課　鈴木／輪湖TEL:03-6420-8504,http://www.meidensha.co.jp/saiyou/pages/index.html
314,,,,,,
315,,,,,,
316,紙・パルプ,日本製紙(株),4934名（2018年3月31日現在）,東京都千代田区神田駿河台4-6（御茶ノ水ソラシティ）,日本製紙株式会社採用担当〒101-0062東京都千代田区神田駿河台4-6 御茶ノ水ソラシティTEL：03-6831-4689,【企業HP】https://www.nipponpapergroup.com【採用HP】http://www.nipponpapergroup.com/recruit
317,,,,,,
318,,,,,,
319,建設,西松建設(株),2536名（2018年3月末現在）,東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー10階,〒105-6310東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー10階西松建設株式会社人事部人事課　採用担当　宛TEL:03-3502-7573FAX:03-3502-0219,https://www.nishimatsu.co.jp/recruit/
320,化学,ユニチカ(株),連結：3677名（2018年3月末現在）単体：1141名（2018年3月末現在）,大阪府大阪市中央区久太郎町4-1-3,■大阪本社〒541-8566大阪府大阪市中央区久太郎町4-1-3　大阪センタービル人事総務部　人財グループ　採用担当TEL:06-6281-5624　　FAX:06-6281-5855,http://www.unitika.co.jp/recruit/
321,ガラス・セラミックス,日本電気硝子(株),単体1678人　連結6875人（2018年12月末）,滋賀県大津市晴嵐2-7-1 ,〒520-8639 滋賀県大津市晴嵐2-7-1 　人事部　採用担当　　077-537-1705（採用担当ダイヤルイン ） 　,採用HPhttp://www.saiyo.neg.co.jp 
322,,,,,,
323,アパレル（メーカー）,(株)ワコール,21675名（連結）（2018年3月時点）,京都府京都市南区吉祥院中島町29,(株)ワコール　人事部　採用担当TEL:0120-925-697　（採用情報問い合わせ専用）※お問い合わせは電話でのみ受け付けております。,http://www.wacoal.jp/company/recruit/
324,,,,,,
325,,,,,,
326,,,,,,
327,,,,,,
328,化学,東ソー(株),連結　12595名単独　  3404名（2018年3月末）,東京都港区芝3-8-2　芝公園ファーストビル,〒105-8623東京都港区芝3-8-2TEL:03-5427-5114　人事部／古屋、綱島,http://www.tosoh.co.jp/
329,食品,森永乳業(株),3144名＜男性2556名、女性588名＞（2018年3月31日現在）,東京都港区芝5-33-1,人財部人財課　採用担当　桑野・古川・大嶺TEL:03-3798-2866,https://saiyo.morinagamilk.co.jp/
330,建設,前田建設工業(株),3001名＜単体＞（2018年3月末現在）,東京都千代田区富士見2-10-2,前田建設工業(株) 経営管理本部　人事部 〒102-8151　東京都千代田区富士見2-10-2   採用事務局　tel：03-5215-7801 　　 ,http://www.maeda.co.jp/
331,,,,,,
332,食品,敷島製パン(株)【Pasco】,4104名（2018年8月末）,愛知県名古屋市東区白壁5-3,本社  〒461-8721　愛知県名古屋市東区白壁5-3人事部　採用担当　加納、後藤、酒井、鬼児島,http://www.pasconet.co.jp/
333,,,,,,
334,,,,,,
335,,,,,,
336,銀行（地銀）,(株)足利銀行【めぶきフィナンシャルグループ】,,栃木県宇都宮市桜4-1-25,〒320-8610　栃木県宇都宮市桜4-1-25(株)足利銀行　人事部　採用担当TEL:028-626-0159(直),http://www.ashikagabank.co.jp/
337,,,,,,
339,,,,,,
340,,,,,,
341,,,,,,
342,,,,,,
343,,,,,,
344,,,,,,
345,証券,みずほ証券(株),7554名（2018年3月末、単独）,東京都千代田区大手町1-5-1大手町ファーストスクエア,みずほ証券　採用チーム03-6740-7373（平日9：00～17：00）,https://career.mizuho-sc.com/new_graduate/index.html
346,商社（自動車関連・輸送用機器）,トヨタモビリティ東京(株)(旧　東京トヨタ自動車(株)・東京トヨペット(株)・トヨタ東京カローラ(株)・ネッツトヨタ東京(株)) ,約7500名（2019年４月１日現在）,東京都港区芝浦4-8-3,〒108-8713 東京都港区芝浦4-8-3 TEL:03-6414-5300（人事部 人材開発室　採用担当直通）電話受付時間 9:00～17:45,https://www.toyota-mobi-tokyo.co.jp/recruit
347,損害保険,あいおいニッセイ同和損害保険(株),13287名（2018年3月末現在）,東京都渋谷区恵比寿1-28-1,〒150-8488東京都渋谷区恵比寿1-28-1あいおいニッセイ同和損害保険(株)人事部採用グループ下記問い合わせフォームより送信してください。https://support.portal.e2r.jp/ja/e2r_info/contact/?s=ad2020,https://www.aioinissaydowa-saiyou.com/
348,,,,,,
349,銀行（地銀）,(株)八十二銀行【東証一部上場】,3192名（2018年3月）,長野市大字中御所字岡田178番地8,〒380-8682　長野市岡田178-8(株)八十二銀行 人事部採用担当  西澤・柳澤TEL：026-223-0082,https://www.82bank.co.jp/
350,アパレル（メーカー）,(株)レナウン【東証一部上場】,4345名（連結）　3791名（嘱託3236名）（単体）　（2018年2月28日現在）,東京都江東区有明3-6-11　TFTビル東館6F,◇新卒採用事務局〈東京〉人事部人事課　　　　〒135-8210　東京都江東区有明3-6-11　TFTビル東館6F　　　　TEL:03-4521-8116（直通）〈大阪〉総務部大阪総務課　　　　〒540-0029　大阪府大阪市中央区本町橋1-5、本町橋タワー　　　　TEL:06-7177-3801（直通）,http://www.renown.com
351,スーパーマーケット,(株)マルエツ,社員4300名　パート・アルバイト12100名　計16400名（2018年2月末　頭数換算）,東京都豊島区東池袋5-51-12,〒170-8401東京都豊島区東池袋5-51-12TEL:03-3590-0032人材開発教育部  大橋・吉津・塚本,http://www.maruetsu.co.jp/saiyo/
352,,,,,,
353,,,,,,
354,,,,,,
355,,,,,,
